CUENTA	DESCRIPCION	RUBRO
111.020205.08	CAJA RESERVA-SUBASTA-AGENCIA LA ENTRADA COPAN                                                                                                         	1110202010001       
111.020205.09	CAJA RESERVA-SUBASTA-AGENCIA SANTA ROSA DE COPAN                                                                                                      	1110202010001       
111.020205.10	CAJA RESERVA-SUBASTA-AGENCIA SANTA BARBARA                                                                                                            	1110202010001       
111.020205.11	CAJA RESERVA-SUBASTA-AGENCIA LA FLECHA SANTA BARBA                                                                                                    	1110202010001       
111.020205.12	CAJA RESERVA-SUBASTA-AGENCIA GRACIAS/LEMPIRA                                                                                                          	1110202010001       
111.020205.13	CAJA RESERVA-SUBASTA-CN SAN LUIS STA. BARBARA                                                                                                         	1110202010001       
111.020205.14	CAJA RESERVA-SUBASTA-AGENCIA SAN MARCOS OCOTEPEQUE                                                                                                    	1110202010001       
111.020207	DISPONIBILIDAD PARA COMPRA/VENTA DE USD                                                                                                               	1110202060000       
111.020206.02	DISPONIBILIDAD PARA COMPRA/VENTA DE USD EN LINEA                                                                                                      	1110202060001       
1111.010105	CAJEROS DE VENTANILLA-ZONA ORIENTE                                                                                                                    	1110101000001       
113	DEPOSITOS EN EL BANCO CENTRAL DE HONDURAS                                                                                                             	1120000000000       
112.01              	DEPOSITOS ESPECIALES EN BANCO CENTRAL DE HONDURAS                                                                                                     	1120100000000       
112.0101            	DEPOSITOS ESPECIALES EN BCH M/N                                                                                                                       	1120101000000       
112.0102            	DEPOSITOS ESPECIALES EN BCH M/E                                                                                                                       	1120102000000       
112.010201          	DEPOSITOS ESPECIALES BCH M/E-DIVISAS PARA EROGACIONES PROPIA                                                                                          	1120102000001       
114	DEPOSITOS EN INSTITUCIONES FINANCIERAS DEL INTERIOR                                                                                                   	1130000000000       
113.01              	BANCOS COMERCIALES-M/N                                                                                                                                	1130100000000       
113.0101            	BANCOS COMERCIALES-ZONA CENTRO-M/N                                                                                                                    	1130101000000       
113.010101          	BANCOS DEL INT.-ZONA CENTRO-M.N.                                                                                                                      	1130101000001       
113.010102          	BANCOS DEL INTERIOR-BAC-DEPOSITO GARANTIA                                                                                                             	1130101000001       
113.010103          	BANCOS DEL INTERIOR-BAC-DEP.AHORROS EN LAFISE                                                                                                         	1130101000001       
113.0102            	BANCOS COMERCIALES-ZONA CENTRO-M/E                                                                                                                    	1130102000000       
113.010201          	DEPOSITOS EN BANCOS DEL INTERIOR                                                                                                                      	1130102000001       
113.010202          	BANCOS DEL INTERIOR-D.I.-BCO FICENSA CTA CHEQUES                                                                                                      	1130102000001       
113.010203          	BANCOS DEL INTERIOR-D.I.-BCO FICENSA CTA AHORROS                                                                                                      	1130102000001       
113.010204          	BANCOS DEL INTERIOR-D.I.-DISPONIBILIDAD                                                                                                               	1130102000001       
113.010205          	DISPONIBILIDAD PARA COMPRA/VENTA DE USD EN LINEA                                                                                                      	1130102000001       
115	CHEQUES A COMPENSAR                                                                                                                                   	1140000000000       
114.01              	RECIBIDOS PARA DEPOSITOS                                                                                                                              	1140100000000       
114.0101            	CHEQUES A COMPENSAR-REC.PARA DEP.-PRIMERA COMPENSACION                                                                                                	1140101000000       
114.010101          	CHS.COMPENSAR-PRIMERA COMPENSACION-ZONA CENTRO                                                                                                        	1140101000001       
114.010102          	CHS.COMPENSAR-PRIMERA COMPENSACION-ZONA NORTE                                                                                                         	1140101000001       
114.010103          	CHS.COMPENSAR-PRIMERA COMPENSACION-ZONA SUR                                                                                                           	1140101000001       
114.010104          	CHS.COMPENSAR-PRIMERA COMPENSACION-ZONA ORIENTE                                                                                                       	1140101000001       
114.010105          	CHS.COMPENSAR-PRIMERA COMPENSACION-ZONA OCCIDENTE                                                                                                     	1140101000001       
114.0102            	CHEQUES A COMPENSAR-REC.PARA DEP.-SEGUNDA COMPENSACION                                                                                                	1140102000000       
114.010201          	CHS.COMPENSAR-SEGUNDA COMPENSACION-ZONA CENTRO                                                                                                        	1140102000001       
114.010202          	CHS.COMPENSAR-SEGUNDA COMPENSACION-ZONA NORTE                                                                                                         	1140102000001       
114.010203          	CHS.COMPENSAR-SEGUNDA COMPENSACION-ZONA SUR                                                                                                           	1140102000001       
114.010204          	CHS.COMPENSAR-SEGUNDA COMPENSACION-ZONA ORIENTE                                                                                                       	1140102000001       
114.010205          	CHS.COMPENSAR-SEGUNDA COMPENSACION-ZONA OCCIDNETE                                                                                                     	1140102000001       
114.0103            	CHEQUES A COMPENSAR DOLARES- RECIB.PARA DEP.1RA COMPENSACION                                                                                          	1140103000000       
114.010301          	CHS.COMPENSAR DOLARES-1RA COMPENSACION-Z.CENTRO                                                                                                       	1140103000001       
114.02              	RECIBIDOS PARA OTROS CONCEPTOS                                                                                                                        	1140200000000       
114.0201            	CHS.COMPENSAR-OTROS CONCEPTOS-PRIMERA COMPENSACION                                                                                                    	1140201000001       
114.0202            	CHS.COMPENSAR-OTROS CONCEPTOS-SEGUNDA COMPENSACION                                                                                                    	1140202000001       
116	CHEQUES Y VALORES AL COBRO                                                                                                                            	1150000000000       
115.01              	CHEQUES AL COBRO                                                                                                                                      	1150100000000       
115.0101            	CHEQUES AL COBRO-ZONA CENTRO                                                                                                                          	1150100000001       
115.02              	VALORES AL COBRO                                                                                                                                      	1150200000000       
115.0201            	VALORES AL COBRO-ZONA NORTE                                                                                                                           	1150200000001       
115.03              	CHEQUES-VALORES AL COBRO-ZONA SUR                                                                                                                     	1150200000001       
115.04              	CHEQUES-VALORES AL COBRO-ZONA ORIENTE                                                                                                                 	1150200000001       
115.05              	CHEQUES-VALORES AL COBRO-ZONA OCCIDENTE                                                                                                               	1150200000001       
117	DEPOSITOS EN INSTITUCIONES FINANCIERAS DEL EXTERIOR                                                                                                   	1160000000000       
116.01              	DEPOSITOS A LA VISTA                                                                                                                                  	1160100000000       
116.0101            	DEPOSITOS BCOS.EXT.-DEP.A LA VISTA-CENTRO                                                                                                             	1160101000000       
116.010101          	DEPOSITOS BCOS.EXT.-DEP.A LA VISTA-CENTRO WACHOVIA BANK N.A.                                                                                          	1160101000001       
116.010102          	DEPOSITOS BCOS.EXT.-DEP.A LA VISTA-NORTE                                                                                                              	1160101000001       
116.02              	DEPOSITOS ESPECIALES                                                                                                                                  	1160200000000       
116.0201            	DEPOSITOS ESPECIALES-WACHOVIA BANK N.A.                                                                                                               	1160201000000       
116.03              	REMESAS EN TRANSITO                                                                                                                                   	1160300000000       
116.0301            	PARA DEPOSITOS A LA VISTA                                                                                                                             	1160301000000       
116.030101          	PARA DEPOSITOS A LA VISTA-WACHOVIA BANK N.A.                                                                                                          	1160301010000       
116.0302            	PARA DEPOSITOS ESPECIALES                                                                                                                             	1160302000000       
118	DISPONIBILIDADES PARA COMPUTO DE ENCAJE                                                                                                               	1170000000000       
117.01              	DISP.PARA COMPUTO DE ENCAJE-CAJA                                                                                                                      	1170100000000       
117.0101            	CAJA MOVIMIENTO DIARIO                                                                                                                                	1170101000000       
117.010101          	COLATERAL DE DEPOSITO DE DISPONIBILIDAD INMEDIATA                                                                                                     	1170101010000       
117.010101.01       	CAJA MOV.DIARIO-D.I.-ZONA CENTRO                                                                                                                      	1170101010001       
117.010101.0101     	CAJA MOV.DIARIO-D.I.-OFIC.PRINC.                                                                                                                      	1170101010001       
117.010101.0102     	CAJA MOV.DIARIO-D.I.-AG.KENNEDY-TEGA                                                                                                                  	1170101010001       
117.010101.0103     	CAJA MOV.DIARIO-D.I.-AG.SAN ISIDRO-TEGA                                                                                                               	1170101010001       
117.010101.0104     	CAJA MOV.DIARIO-D.I.-AG.CENTRO-TEGA                                                                                                                   	1170101010001       
117.010101.0105     	CAJA MOV.DIARIO-D.I.-AG.SANTA FE-TEGA                                                                                                                 	1170101010001       
117.010101.0106     	CAJA MOV.DIARIO-D.I.-AG.PEDREGAL-TEGA                                                                                                                 	1170101010001       
117.010101.0107     	CAJA MOV.DIARIO-D.I.-AG.AVE.LA PAZ-TEGA                                                                                                               	1170101010001       
117.010101.0108     	CAJA MOV.DIARIO-D.I.-AG.COMAYAGUA-COM                                                                                                                 	1170101010001       
117.010101.0109     	CAJA MOV.DIARIO-D.I.-AG.SIGUATEPEQUE-COM                                                                                                              	1170101010001       
117.010101.0110     	CAJA MOV.DIARIO-D.I.-AGENCIA MALL PREMIER-COMAYAGUELA                                                                                                 	1170101010001       
117.010101.0111     	CAJA MOV.DIARIO-D.I.-CN SAN LUIS COMAYAGUA                                                                                                            	1170101010001       
117.010101.0112     	CAJA MOV.DIARIO-D.I.-AGENCIA TALANGA                                                                                                                  	1170101010001       
117.010101.0113     	CAJA MOV.DIARIO-D.I.-CN. LA ESPERANZA                                                                                                                 	1170101010001       
117.010101.02       	CAJA MOV.DIARIO-D.I.-ZONA NORTE-                                                                                                                      	1170101010001       
117.010101.0201     	CAJA MOV.DIARIO-D.I.-AGENCIA SANTA ANITA-SPS                                                                                                          	1170101010001       
117.010101.0202     	CAJA MOV.DIARIO-D.I.-AGENCIA SATELITE-SPS                                                                                                             	1170101010001       
117.010101.0203     	CAJA MOV.DIARIO-D.I.-AGENCIA MEDINA CONCEPCION-SPS                                                                                                    	1170101010001       
117.010101.0204     	CAJA MOV.DIARIO-D.I.-AGENCIA VILLANUEVA-CORTES                                                                                                        	1170101010001       
117.010101.0205     	CAJA MOV.DIARIO-D.I.-AGENCIA PUERTO CORTES-CORTES                                                                                                     	1170101010001       
117.010101.0206     	CAJA MOV.DIARIO-D.I.-AGENCIA PROGRESO-CORTES                                                                                                          	1170101010001       
117.010101.0207     	CAJA MOV.DIARIO-D.I.-AGENCIA LA CEIBA-CORTES                                                                                                          	1170101010001       
117.010101.0208     	CAJA MOV.DIARIO-D.I.-AGENCIA TOCOA-CORTES                                                                                                             	1170101010001       
211.060401.0101     	DEPOSITOS A LA VISTA NO EN CUENTA-ZONA CENTRO                                                                                                         	2110604010101       
211.060401.0102     	DEPOSITOS A LA VISTA NO EN CUENTA-ZONA NORTE                                                                                                          	2110604010101       
211.060401.0103     	DEPOSITOS A LA VISTA NO EN CUENTA-ZONA SUR                                                                                                            	2110604010101       
211.060401.0104     	DEPOSITOS A LA VISTA NO EN CUENTA-ZONA ORIENTE                                                                                                        	2110604010101       
211.060401.0105     	DEPOSITOS A LA VISTA NO EN CUENTA-ZONA OCCIDENTE                                                                                                      	2110604010101       
211.060401.02       	DEPOSITOS A LA VISTA NO EN CUENTA-M/E                                                                                                                 	2110604010201       
211.060402          	DEPOSITOS JUDICIALES                                                                                                                                  	2110604020000       
211.07              	CUOTAS ANTICIPADAS                                                                                                                                    	2110700000000       
211.0701            	DEVOLUTIVAS                                                                                                                                           	2110701000000       
211.0702            	NO DEVOLUTIVAS                                                                                                                                        	2110702000000       
224	A VALOR RAZONABLE CON CAMBIOS EN RESULTADOS                                                                                                           	2120000000000       
230	COSTO FINANCIERO POR PAGAR-DEPOSITO A COSTO AMORTIZADO                                                                                                	2180000000000       
218.01              	DEPOSITOS A COSTO AMORTIZADO                                                                                                                          	2180100000000       
218.0101            	SOBRE DEPOSITOS EN CUENTA DE CHEQUES                                                                                                                  	2180101000000       
218.010101          	SOBRE DEPOSITOS EN CUENTA DE CHEQUES-M/N                                                                                                              	2180101010001       
218.010102          	SOBRE DEPOSITOS EN CUENTA DE CHEQUES-M/E                                                                                                              	2180101020001       
218.0102            	INTS.POR PAGAR S/CUENTAS DE AHORRO                                                                                                                    	2180102000000       
218.010201          	INTS.POR PAGAR S/CUENTAS DE AHORRO-M/N                                                                                                                	2180102010000       
218.010201.06	INTS.POR PAGAR S/CUENTAS DE AHORRO-ZONA CENTRO                                                                                                        	2180102010000       
218.010201.07	INTS.POR PAGAR S/CUENTAS DE AHORRO-ZONA NORTE                                                                                                         	2180102010000       
218.010201.08	INTS.POR PAGAR S/CUENTAS DE AHORRO-ZONA SUR                                                                                                           	2180102010000       
218.010201.09	INTS.POR PAGAR S/CUENTAS DE AHORRO-ZONA ORIENTE                                                                                                       	2180102010000       
218.010201.10	INTS.POR PAGAR S/CUENTAS DE AHORRO-ZONA OCCIDENTE                                                                                                     	2180102010000       
218.010203	INTS.POR PAGAR S/CUENTAS DE AHORRO-M/E                                                                                                                	2180102010200       
218.010202.02	INTS.POR PAGAR S/DEPOSITOS DE AHORRO-ZONA CENTRO                                                                                                      	2180102010200       
218.020499	SOBRE DEPOSITOS A PLAZO                                                                                                                               	2180103000000       
218.030697	SOBRE DEPOSITOS A PLAZO M/N                                                                                                                           	2180103010000       
218.010301.06	INTS.POR PAGAR S/CERTIF.DE DEPOSITO-ZONA CENTRO                                                                                                       	2180103010001       
218.010301.07	INTS.POR PAGAR S/CERTIF.DE DEPOSITO-ZONA NORTE                                                                                                        	2180103010001       
218.010301.08	INTS.POR PAGAR S/CERTIF.DE DEPOSITO-ZONA SUR                                                                                                          	2180103010001       
218.010301.09	INTS.POR PAGAR S/CERTIF.DE DEPOSITO-ZONA ORIENTE                                                                                                      	2180103010001       
218.010301.10	INTS.POR PAGAR S/CERTIF.DE DEPOSITO-ZONA OCCIDENTE                                                                                                    	2180103010001       
218.010303	SOBRE DEPOSITOS A PLAZO M/E                                                                                                                           	2180103020000       
218.010302.02	INTS-POR PAGAR S/DEPOSITOS A TERMINO-ZONA CENTRO                                                                                                      	2180103020001       
420	OBLIGACIONES FINANCIERAS                                                                                                                              	2200000000000       
619	PRESTAMOS SECTORIALES                                                                                                                                 	2210000000000       
221.01              	OBLIGACIONES BANHPROVI                                                                                                                                	2210100000000       
221.0101            	OBLIGACIONES BANHPROVI-M/N                                                                                                                            	2210101000000       
221.010101          	OBLIGACIONES BANHPROVI-CENTRO                                                                                                                         	2210101000001       
221.010102          	OBLIGACIONES BANHPROVI-NORTE                                                                                                                          	2210101000001       
221.010103          	OBLIGACIONES BANHPROVI-SUR                                                                                                                            	2210101000001       
221.010104          	OBLIGACIONES BANHPROVI-ORIENTE                                                                                                                        	2210101000001       
221.010105          	OBLIGACIONES BANHPROVI-OCCIDENTE                                                                                                                      	2210101000001       
221.010106          	LINEA DE CREDITO BANHPROVI M/N                                                                                                                        	2210101060001       
221.0102            	OBLIGACIONES BANHPROVI-M/E                                                                                                                            	2210102000000       
221.02              	PROYECTOS BCIE                                                                                                                                        	2210200000000       
221.0201            	PROYECTOS BCIE-M/N                                                                                                                                    	2210201000000       
221.0202            	PROYECTOS BCIE-M/E                                                                                                                                    	2210202000000       
221.03              	REGIMEN DE APORTACIONES PRIVADAS                                                                                                                      	2210300000000       
221.0301            	REGIMEN DE APORTACIONES PRIVADAS-M/N                                                                                                                  	2210301000000       
221.030101          	OBLIGACIONES RAP CENTRO                                                                                                                               	2210301010000       
221.030102          	OBLIGACIONES RAP NORTE                                                                                                                                	2210301010001       
221.030103          	OBLIGACIONES RAP SUR                                                                                                                                  	2210301010001       
221.030104          	OBLIGACIONES RAP ORIENTE                                                                                                                              	2210301010001       
221.030105          	OBLIGACIONES RAP OCCIDENTE                                                                                                                            	2210301010001       
223	CREDITOS Y OBLIGACIONES BANCARIAS                                                                                                                     	2220000000000       
222.01              	BANCO CENTRAL DE HONDURAS                                                                                                                             	2220100000000       
222.0101            	ADELANTOS EXTRAORDINARIOS                                                                                                                             	2220101000000       
222.0102            	CREDITOS MAYORES DE UN AÑO                                                                                                                            	2220102000000       
222.0103            	SOBREGIROS                                                                                                                                            	2220103000000       
222.010301          	SOBREGIROS-M/N                                                                                                                                        	2220103010000       
222.0104            	OPERACIONES DE REPORTO                                                                                                                                	2220104000000       
222.010401          	OPERACIONES DE REPORTO M/N                                                                                                                            	2220104010000       
222.02              	PTMOS. DE INSTIT.FINACIERAS DEL EXTERIOR                                                                                                              	2220200000000       
222.0201            	Instituciones Financieras del Exterior M/N                                                                                                            	2220201000000       
222.020101          	FMO-Nederlandse Financierings Maatschappij                                                                                                            	2220201000001       
222.020102          	DWM-Developing World Markets                                                                                                                          	2220201000001       
222.020103          	OIKOCREDIT                                                                                                                                            	2220201000001       
222.03              	PTMOS.DE INSTITUCIONES FINANCIERAS NACIONALES                                                                                                         	2220300000000       
222.0301            	DE BANCOS                                                                                                                                             	2220301000000       
222.030101          	CON PLAZO RESIDUAL HASTA 30 DIAS                                                                                                                      	2220301010000       
222.030101.01       	CON PLAZO RESIDUAL HASTA 30 DIAS,M/N Y M/E                                                                                                            	2220301010100       
222.030101.0101     	PRESTAMOS DE BANCOS CENTRO-BCOS.NAC-MN BCO ATLANTIDA                                                                                                  	2220301010101       
222.030101.0102     	PRESTAMOS DE BANCOS CENTRO-BCOS.NAC-MN BCIE                                                                                                           	2220301010101       
222.030101.0103     	PRESTAMOS DE BANCOS CENTRO-INTERBANCARIOS                                                                                                             	2220301010101       
222.030101.0104     	PRESTAMOS DE BANCOS CENTRO-BCOS.NAC-MN MCA BAC-BAMER                                                                                                  	2220301010101       
222.030101.0110     	PRESTAMOS DE BANCOS CENTRO-BCOS.NAC-ME ATLANTIDA                                                                                                      	2220301010101       
222.030101.02       	CON PLAZO RESIDUAL HASTA 30 DIAS-M/N                                                                                                                  	2220301010200       
222.030103	CON PLAZO RESIDUAL MAYOR A 30 DÍAS                                                                                                                    	2220301020000       
222.030102.01       	CON PLAZO RESIDUAL MAYOR A 30 DÍAS-M/N                                                                                                                	2220301020100       
222.030102.0101     	PRESTAMOS DE BANCOS NACIONALES-BCO ATLANTIDA                                                                                                          	2220301020101       
222.030102.0102     	PRESTAMOS DE BANCOS NACIONALES-BCO DE LOS TRABAJADORES                                                                                                	2220301020101       
222.030102.0103     	PRESTAMOS DE BANCOS NACIONALES-BAC BANCO DE AMERICA CENTRAL                                                                                           	2220301020101       
222.030102.0104     	PRESTAMOS DE BANCOS NACIONALES-DAVIVIENDA                                                                                                             	2220301020101       
222.030102.0105     	PRESTAMOS DE BANCOS NACIONALES-FICENSA                                                                                                                	2220301020101       
222.030102.02       	CON PLAZO RESIDUAL MAYOR A 30 DÍAS-M/N                                                                                                                	2220301020200       
222.060100	DE ASOCIACIONES DE AHORRO Y PTMO.                                                                                                                     	2220302000000       
222.089999	CON PLAZO RESIDUAL HASTA 30 DIAS                                                                                                                      	2220302010000       
222.030201.03	CON PLAZO RESIDUAL HASTA 30 DIAS M/N                                                                                                                  	2220302010000       
222.030201.04	CON PLAZO RESIDUAL HASTA 30 DIAS M/N                                                                                                                  	2220302010000       
222.030203	CON PLAZO RESIDUAL MAYOR A 30 DIAS                                                                                                                    	2220302020000       
222.030202.03	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/N                                                                                                                	2220302020000       
222.030202.04	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/N                                                                                                                	2220302020000       
222.060299	DE SOCIEDADES FINANCIERAS                                                                                                                             	2220303000000       
222.090297	CON PLAZO RESIDUAL HASTA 30 DIAS                                                                                                                      	2220303010000       
222.030301.03	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/N                                                                                                                	2220303010000       
222.030301.04	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/E                                                                                                                	2220303010000       
222.030303	CON PLAZO RESIDUAL MAYOR A 30 DIAS                                                                                                                    	2220303020000       
222.030302.03	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/N                                                                                                                	2220303020000       
222.030302.04	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/E                                                                                                                	2220303020000       
222.060498	DE OTRAS INSTITUCIONES                                                                                                                                	2220303020000       
222.090595	CON PLAZO RESIDUAL HASTA 30 DIAS                                                                                                                      	2220303020000       
222.030401.01       	CON PLAZO RESIDUAL HASTA 30 DIAS-M/N                                                                                                                  	2220303020000       
222.030401.0101     	PRESTAMOS FONAPROVI                                                                                                                                   	2220303020000       
222.030401.0102     	REGIMEN DE APORTACIONES PRIVADAS                                                                                                                      	2220303020000       
222.030401.02       	CON PLAZO RESIDUAL HASTA 30 DIAS-M/N                                                                                                                  	2220303020000       
222.030403	CON PLAZO RESIDUAL MAYOR A 30 DIAS                                                                                                                    	2220303020000       
222.030402.01       	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/N                                                                                                                	2220303020000       
222.030402.0101     	PRESTAMOS RAP-CENTRO                                                                                                                                  	2220303020000       
222.030402.0102     	PRESTAMOS FUNDACION COVELO                                                                                                                            	2220303020000       
222.030402.02       	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/N                                                                                                                	2220303020000       
222.079403	DE OTRAS INSTITUCIONES                                                                                                                                	2220399000000       
222.118905	CON PLAZO RESIDUAL HASTA 30 DIAS                                                                                                                      	2220399010000       
222.039901.01       	CON PLAZO RESIDUAL HASTA 30 DIAS-M/N                                                                                                                  	2220399010001       
222.039901.0101     	PRESTAMOS FONAPROVI                                                                                                                                   	2220399010001       
222.039901.0102     	REGIMEN DE APORTACIONES PRIVADAS                                                                                                                      	2220399010001       
222.039901.02       	CON PLAZO RESIDUAL HASTA 30 DIAS-M/N                                                                                                                  	2220399010001       
222.039903	CON PLAZO RESIDUAL MAYOR A 30 DIAS                                                                                                                    	2220399020000       
222.039902.01       	CON PLAZO RESIDUAL MAYOR A 30 DIAS-M/N                                                                                                                	2220399020000       
222.039902.0101     	PRESTAMOS RAP-CENTRO                                                                                                                                  	2220399020101       
222.039902.0102     	PRESTAMOS FUNDACION COVELO                                                                                                                            	2220399020102       
222.99              	OTROS CREDITOS Y OBLIGACIONES BANCARIAS                                                                                                               	2229900000000       
222.9901            	OTRAS OBLGACIONES-OTRAS INSTITUCIONES-M/N                                                                                                             	2229901000000       
222.990101          	OTRAS OBLGACIONES-INSTITUCIONES EXTRANJERAS-M/N                                                                                                       	2229901010000       
222.990101.09	OTRAS OBLIG.OTRAS INSTITUC.EXTERIOR DWM-M/N                                                                                                           	2229901010001       
222.990101.10	OTRAS OBLIG.OTRAS INSTITUC.EXTERIOR SYMBIOTICS-M/N                                                                                                    	2229901010001       
222.990101.11	OTRAS OBLIG.OTRAS INSTITUC.EXTERIOR TRIPLEJUMP-M/N                                                                                                    	2229901010001       
222.990101.12	OTRAS OBLIG.OTRAS INSTITUC.EXTERIOR RESPONSABILITY M/N                                                                                                	2229901010001       
222.990101.13	OTRAS OBLIG.OTRAS INSTITUC.EXTERIOR LOCFUND M/N                                                                                                       	2229901010001       
222.990101.14	OTRAS OBLIG.OTRAS INSTIT.EXTERIOR BLUEORCHARD M/N                                                                                                     	2229901010001       
222.990101.15	OTRAS OBLIG.OTRAS INSTITUC.EXTERIOR BIO                                                                                                               	2229901010001       
222.990101.16	OTRAS OBLIG.OTRAS INSTITUC.EXTERIOR NORFUND                                                                                                           	2229901010001       
222.9903	OTRAS OBLGACIONES-OTRAS INSTITUCIONES-M/E                                                                                                             	2229902000000       
222.990201.02	OTRAS OBLGACIONES-OTRAS INSTITUCIONES-M/E                                                                                                             	2229902010000       
225	ARRENDAMIENTOS POR PAGAR                                                                                                                              	2240000000000       
224.01              	ARRENDAMIENTOS POR PAGAR-FINANCIERO                                                                                                                   	2240100000000       
224.0101            	ARRENDAMIENTOS POR PAGAR-FINANCIERO-M/N                                                                                                               	2240101000000       
224.010101          	ARRENDAMIENTOS POR PAGAR-FINANCIERO-M/N-ACRESA                                                                                                        	2240101000001       
229	COSTO FINANCIERO POR PAGAR SOBRE OBLIGACIONES FINANCIERAS                                                                                             	2280000000000       
228.01              	INTERESES POR PAGAR                                                                                                                                   	2280100000000       
228.0101            	SOBRE PRESTAMOS SECTORIALES                                                                                                                           	2280101000000       
228.010101          	BANHPROVI                                                                                                                                             	2280101010000       
228.010101.06	INTS POR PAGAR BANHPROVI-ZONA CENTRO                                                                                                                  	2280101010001       
228.010101.07	INTS POR PAGAR BANHPROVI-ZONA NORTE                                                                                                                   	2280101010001       
